Street,Date_Issued
ST JOHN S PLACE,30
ST JOHN S PLC,1
ST JOHN SPLC,1
ST JOHN ST,10
ST JOHN STREET,1
ST JOHNES PL,1
ST JOHNO PL,1
ST JOHNOS PL,1
ST JOHNS,139
ST JOHNS  AVE,1
ST JOHNS  PL,3
ST JOHNS  PLACE,2
ST JOHNS AV,3
ST JOHNS AVE,24
ST JOHNS AVENUE,2
ST JOHNS LC,1
ST JOHNS P.,1
ST JOHNS PK,2
ST JOHNS PKWY,1
ST JOHNS PL,2112
ST JOHNS PL #3,1
ST JOHNS PL.,1
ST JOHNS PLA,1
ST JOHNS PLAC,1
ST JOHNS PLACE,294
ST JOHNS PLAZA,2
ST JOHNS PLC,602
ST JOHNS PLCE,2
ST JOHNS PLLACE,1
ST JOHNS POLC,1
ST JOHNS RD,6
ST JOHNS ROAD,1
ST JOHNS S PLACE,1
ST JOHNS ST,37
ST JOHNS STREET,1
ST JOHNSON,18
ST JOHNSON PL,4
ST JOHNSON PLC,1
ST JOHNY PL,1
ST JOHS PL,1
ST JOHS PLACE,2
ST JONES AV,1
ST JONES PL,2
ST JONHS PL,7
ST JONHS PLC,1
ST JONS PL,3
ST JONS PLC,1
ST JOPHNS PLACE,1
ST JOSEPH AVE,1
ST JOSEPH S PL,1
ST JOSEPHS AVE,2
ST JUDE PLACE,1
ST KINGSBRIDGE RD,1
ST LAMCOMBE AVE,1
ST LAWERENCE,1
ST LAWERNCE AVE,2
ST LAWEWNCE AVE,1
ST LAWRANCE,1
ST LAWRANCE AVE,2
ST LAWREMCE AVE,1
ST LAWRENCE,64
ST LAWRENCE AV,3
ST LAWRENCE AVE,121
ST LAWRENCE ST,1
ST LAWRONCE AVE,1
ST LUCIA AVE,1
ST LUKE S PL,0
ST LUKES PL,2
ST M,0
ST M ARKS AVE,1
ST MACKS,1
ST MACUS AVE,1
ST MAHUT PL,1
ST MAKRS AVE,2
ST MANKS AVE,1
ST MARAS,1
ST MARCUS AV,1
ST MARCY AVE,2
ST MARINES AVE,1
ST MARK,13
ST MARK  AVE,1
ST MARK AVE,21
ST MARK AVENUE,1
ST MARK PL,13
ST MARK PLACE,3
ST MARK S AVE,3
ST MARK S PL,1
ST MARKD AVE,2
ST MARKES AVE,2
ST MARKS,299
ST MARKS  AV,2
ST MARKS  AVE,3
ST MARKS  PL,2
ST MARKS 113,1
ST MARKS AE,3
ST MARKS AV,32
ST MARKS AVE,1009
ST MARKS AVENUE,31
ST MARKS AVR,1
ST MARKS BLVD,1
ST MARKS PARK,1
ST MARKS PL,386
ST MARKS PLACE,54
ST MARKS PLC,5
ST MARKS ST,18
ST MARKY AVE,1
ST MARRY AVE,1
ST MARUS PL,1
ST MARY,2
ST MARY  S ST,1
ST MARY AVE,5
ST MARY S,2
ST MARY S ST,3
ST MARY S STREET,1
ST MARY ST,5
ST MARY STREET,1
ST MARYNE,1
ST MARYS,15
ST MARYS  ST,1
ST MARYS AVE,17
ST MARYS COURT,1
ST MARYS PARK,1
ST MARYS PARK E 145,1
ST MARYS ST,34
ST MARYS STREET,2
ST MCHOKS AVENUE,1
ST MICKOLAS,1
ST MMARYS ST,1
ST MUHIS AVE,1
ST MZHOLAS AVE,1
ST N AVE,1
ST N C,4
ST N ICHOLAS AVE,1
ST NC,1
ST NCIHOLAS AVE,1
ST NCK,1
ST NIC,7
ST NIC AVE,28
ST NIC PL,1
ST NICDHOLAS,1
ST NICH,16
ST NICH AVE,33
ST NICH PL,2
ST NICH PLACE,1
ST NICH TERR,1
ST NICH TERRACE,2
ST NICH TERRSCE,1
ST NICHALOS AVE,1
ST NICHALOS ST,1
ST NICHAOLAS AVE,1
ST NICHAOLS,3
ST NICHAOLS AVE,17
ST NICHAOLS PL,2
ST NICHAS AVE,1
ST NICHIOLAS AVE,1
ST NICHIOLAS AVENUE,1
ST NICHLAS AVE,1
ST NICHLAS PL,1
ST NICHOALS,3
ST NICHOALS AVE,15
ST NICHOALS AVENUE,1
ST NICHOAS AVE,0
ST NICHOCLAS,2
ST NICHOILAS AVE,1
ST NICHOLA AVE,2
ST NICHOLAAS,1
ST NICHOLAD AVE,1
ST NICHOLAS,1297
ST NICHOLAS  AVE,3
ST NICHOLAS  AVENUE,1
ST NICHOLAS  PL,1
ST NICHOLAS 3,1
ST NICHOLAS AE,14
ST NICHOLAS AV,68
ST NICHOLAS AVE,3341
ST NICHOLAS AVE.,1
ST NICHOLAS AVE3,1
ST NICHOLAS AVENUE,206
ST NICHOLAS AVR,1
ST NICHOLAS BLVD,2
ST NICHOLAS CORNER,1
ST NICHOLAS DR,1
ST NICHOLAS P,1
ST NICHOLAS PL,81
ST NICHOLAS PLACE,34
ST NICHOLAS PLC,8
ST NICHOLAS ST,9
ST NICHOLAS STREET,3
ST NICHOLAS TER,5
ST NICHOLAS TERR,15
ST NICHOLAS TERRACCE,1
ST NICHOLAS TERRACE,62
ST NICHOLAS TERRACES,1
ST NICHOLAS TR,6
ST NICHOLAS TWE,1
ST NICHOLAS VE,2
ST NICHOLCAS AVE,1
ST NICHOLES,1
ST NICHOLES AVE,2
ST NICHOLS,1
ST NICHOLS AVE,4
ST NICHOLS PL,1
ST NICHOLS STREET,1
ST NICHOLSA AVE,1
ST NICJOLAS AVENUE,1
ST NICK,50
ST NICK AVE,8
ST NICK AVENUE,2
ST NICK LERRACE,1
ST NICK PL,2
ST NICK ST,1
ST NICK TERR,2
ST NICK TERRACE,2
ST NICKE AVENUE,3
ST NICKLES AVENUE,2
ST NICKOLAS,1
ST NICKOLAS AVE,3
ST NICKS,12
ST NICKS PLACE,1
ST NICKS ST,1
ST NICLHOLAS AVE,1
ST NICLOLAS AVE,2
ST NICOHALS,2
ST NICOLAS,16
ST NICOLAS  AVE,1
ST NICOLAS AVE,15
ST NICOLAS.,1
ST NICOLLS AVE,1
ST NICOLOS AVE,1
ST NIFCHOLAS AVE,1
ST NIHCOLAS,3
ST NIHCOLAS AVE,2
ST NIHCOLAS PL,1
ST NIICHOLAS AVE,1
ST NIOCHOLAS AVE,1
ST NIVHOLAS,1
ST NNICHOLAS AVE,1
ST NOCHOLAS AVE,3
ST NOSTRAND AVE,2
ST NUICHOLAS AVE,1
ST OCKHOLM ST,1
ST OUEN,2
"ST OUEN , BX NY",1
ST OUEN ST,13
ST OUENS ST,1
ST OVEN,3
ST OVEN ST,14
ST OVEN STREET,1
ST OVENS,1
ST OVENS ST,1
ST OVENST,1
ST OWEN,4
ST OWEN BX NY,1
ST OWEN ST,6
ST OWENS  ST,1
ST PAIL PL,1
ST PARKING LOT,11
ST PAUL,5
ST PAUL AVE,9
ST PAUL CT,2
ST PAUL PL,40
ST PAUL PLACE,2
ST PAUL S,1
ST PAUL S PL,7
ST PAUL S PLACE,2
ST PAUL ST,3
ST PAULIS PL,1
ST PAULS,20
ST PAULS AVE,16
ST PAULS COURT,9
ST PAULS CR,1
ST PAULS CT,37
ST PAULS LACE,1
ST PAULS PACE,1
ST PAULS PKWY,1
ST PAULS PL,169
ST PAULS PLACE,39
ST PAULS PLC,1
ST PAULS ST,5
ST PAULS WY,1
ST PAUSS CT,1
ST PETER AV,1
ST PETERS,3
ST PETERS  AVENUE,1
ST PETERS AE,3
ST PETERS AVE,29
ST PETERS AVENUE,2
ST PETERSON AVE,1
ST RAYMAND AVE,1
ST RAYMOND,24
ST RAYMOND AE,2
ST RAYMOND AV,3
ST RAYMOND AVE,95
ST RAYMOND AVENUE,6
ST RAYMONDS,6
ST RAYMONDS AV,3
ST RAYMONDS AVE,19
ST RAYMONDS AVENUE,7
ST RAYMONDS RD,1
ST RAYMONO AVE,1
ST RAYMONT AVE,1
ST RAYMUND AVE,1
ST RAYOND AVE,1
ST REYMOND AVE,1
ST RI NY 10044,1
ST RICH AVE,1
ST RIDGE PL,1
ST RIVERDALE AVE,1
ST RIVERSUDE DR,1
ST ROYMEND,1
ST SPRINGFIELD BLVD,2
ST ST JOHNS PL,1
ST STEI,1
ST STEINWAY ST,1
ST TERESA AVE,1
ST THERESA,2
ST THERESA AVE,11
ST THERESA AVENUE,7
ST THEVES AVE,1
ST THIRD,1
ST VICHOLAS AVE,1
ST WASH,1
ST WASHINGTON,3
ST WASHINGTON AVE,2
ST. ADALBERTS PL,1
ST. ANN AVE,1
ST. ANN S AVE,2
ST. ANNES AVE,2
ST. ANNS,3
ST. ANNS AVE,6
ST. EDWARD ST,1
ST. FELIX,2
ST. FELIX AVE,1
ST. JAMES PL,10
ST. JAMES PLACE,1
ST. JOHN PL,2
ST. JOHN RD,1
ST. JOHN S PL,1
ST. JOHN S PLACE,7
ST. JOHNS PL,47
ST. JOHNS PL.,1
ST. JOHNS PLACE,15
ST. JOHNS PLC,5
ST. LAWRENCE AVE,3
ST. MARK AVE.,2
ST. MARK PLACE,1
ST. MARKS,2
ST. MARKS AV,1
ST. MARKS AVE,39
ST. MARKS AVE.,2
ST. MARKS PL,6
ST. MARKS PL.,1
ST. MARY S ST,1
ST. MARYS AVE,0
ST. NICHLAS AVE,1
ST. NICHOLAS,19
ST. NICHOLAS AV,1
ST. NICHOLAS AVE,97
ST. NICHOLAS AVENUE,7
ST. NICHOLAS PL,2
ST. NICHOLAS PLACE,2
ST. NICHOLAS TERRACE,1
ST. NICOLAS AVE,1
ST. PAUL AVE,1
ST. PAUL PL,1
ST. PAUL PLACE,1
ST. PAULS AVE,1
ST. PAULS PL,4
ST. PETERS AVE,4
ST. Paul Ave,4
ST. RAYMOND AVE,1
ST. SYLVAN PL,1
ST.ANNS,3
ST.ANNS AVE,13
ST.ANNS AVENUE,1
ST.CHARLES PL,2
ST.EDWARDS,2
ST.EDWARDS ST,7
ST.EDWARDS STREET,1
ST.JAMES,3
ST.JAMES AVE,2
ST.JAMES PL,11
ST.JAMES PLACE,6
ST.JAMES RD,1
ST.JOHN PL,2
ST.JOHN S,1
ST.JOHN S PL,3
ST.JOHN S PLACE,2
ST.JOHNS,6
ST.JOHNS  ST,1
ST.JOHNS AV,1
ST.JOHNS PL,65
ST.JOHNS PLACE,10
ST.JOHNS PLC,1
ST.JOHNS RD,2
ST.JOHNS ST,6
ST.JOHNSON,7
ST.JOHNSON PL,1
ST.LAWRENCE,2
ST.LAWRENCE AVE,5
ST.MARK ST,1
ST.MARKS,10
ST.MARKS AV,3
ST.MARKS AVE,55
ST.MARKS AVENUE,1
ST.MARKS PL,13
ST.MARY ST,1
ST.MARYS ST,1
ST.NIC AVE,1
ST.NICH,1
ST.NICH AVE,2
ST.NICH TER,1
ST.NICHOLAS,50
ST.NICHOLAS AV,15
ST.NICHOLAS AVE,170
ST.NICHOLAS AVENUE,19
ST.NICHOLAS PL,1
ST.NICHOLAS PL.,1
ST.NICHOLAS PLACE,3
ST.NICHOLAS ST,1
ST.NICHOLAS STREET,1
ST.NICHOLAS TERRACE,4
ST.NICHOLAS TR,2
ST.NICK,2
ST.NICK AVE,1
ST.NICOLAS,1
ST.NIHCOLAS,1
ST.OUENS ST,1
ST.OWEN,4
ST.OWENS ST,1
ST.PAULS AVE,1
ST.PAULS PL,2
ST.PAULS PLACE,1
ST.PETER AVE,1
ST.PETERS AV,2
ST.RAYMOND AVE,3
ST.RAYMONDS AVE,2
STA NLEY,1
STABE ST,1
STACE AVE,1
STACH DR,1
STACK DR,16
STACK DRIVE,12
STACKHOLM,1
STACKHOLM ST,1
STACKLER ST,1
STADIUM,3
STADIUM AVE,12
STAFF ST,7
STAFFON AVE,2
STAFFORD,1
STAFFORD AVE,9
STAFFORD AVENUE,1
STAFORD AVE,1
STAFR ST,1
STAGE,1
STAGG,4
STAGG AVE,1
STAGG SST,2
STAGG ST,128
STAGG STR,2
STAGG STREET,16
STAGG WALK,2
STAGGS ST,2
STAILEY AVE,1
STAINT MARKS ST,1
STAINWAY,1
STAINWAY ST,3
STAINWAY STREET,2
STAIR ST,1
STAK ST,1
STALEY AVE,2
STALEY STREET,1
STALL ST,1
STALLMAN AV,1
STALLMAN AVE,2
STAN,2
STAN HOPE,2
STAN HOPE  ST,1
STAN HOPE ST,21
STAN WIX ST,1
STANBY AVE,1
STAND AVE,1
STANDHOP STREET,1
STANDHOPE,1
STANDHOPE ST,2
STANDLEY ST,2
STANDREWS PL,2
STANEGATE DR,1
STANEHOPE ST,1
STANELEY AVE,1
STANELY,2
STANELY AVE,10
STANG AVE,1
STANHHOPE,1
STANHIPE ST,2
STANHODE ST,1
STANHOP ST,1
STANHOPE,37
STANHOPE AVE,2
STANHOPE ST,247
STANHOPE ST.,1
STANHOPE STREET,44
STANHOPES,1
STANL;EY AVE,1
STANLES AVE,1
STANLEU AVE,1
STANLEY,86
STANLEY  AVE,3
STANLEY ABE,2
STANLEY AE,3
STANLEY AV,157
STANLEY AVE,1319
STANLEY AVE C/O,1
STANLEY AVENUE,37
STANLEY CIR,1
STANLEY LOUISIANA AV,3
STANLEY MILFORD,1
STANLEY PL,1
STANLEY ST,7
STANLEY STREET,2
STANLEY STRET,1
STANLING AVE,2
STANLING AVENUE,1
STANLING PL,1
STANLY,3
STANN ST,6
STANNOPE ST,1
STANNS AVE,3
STANON,1
STANRON ST,2
STANTEN ST,2
STANTERN,1
STANTFORD,1
STANTFORD AVE,1
STANTION AVE,1
STANTION ST,3
STANTLEY AVE,1
STANTON,75
STANTON AVE,2
STANTON S,1
STANTON ST,403
STANTON ST 100FT,1
STANTON ST 10FT,1
STANTON ST BARUCH,1
STANTON STREET,24
STANWICH AVE,1
STANWIX ST,8
STAPLE ST,2
STAPLETON PLAYGROUND,1
STAR BUCK,2
STAR ST,9
STAR STREET,2
STARBUCK,2
STARBUCK ST,5
STARFORD AVE,3
STARING AVE,3
STARK ST,1
STARKING AVE,1
STARLEY AVE,3
STARLIN AVE,2
STARLINE AVE,3
STARLING,4
STARLING  AVE,3
STARLING AV,7
STARLING AVE,182
STARLING AVENUE,5
STARLING GARDENS,1
STARLING PL,7
STARLING PLACE,2
STARLING ST,2
STARLING STREET,4
STARLOUCK ST,2
STARR,21
STARR  STREET,1
STARR AVE,4
STARR ST,169
STARR STREET,26
STARR STY,1
STARROTTS RD,1
START FORD AVE,2
START ST,1
STARTFORD AVE,21
STARTON ST,1
STARUSS ST,4
STARY PLAYGROUND,1
STASS ST,1
STASS STREET,1
STATA ST,1
STATE,8
STATE AVE,1
STATE ED,1
STATE EOAD,1
STATE FORD AVE,1
STATE PLACE,1
STATE RD,69
STATE ROAD,55
STATE ROAD PARK END,1
STATE S,1
STATE ST,265
STATE ST PLAZA,2
STATE STREET,65
STATEN RD,1
STATES,3
STATES RD,2
STATES ST,1
STATES STREET,1
STATFORD,1
STATFORD AVE,10
STATFORD RD,2
STATFORF AVE,1
STATION AVE,16
STATION RD,13
STATION ROAD,3
STATION SQ,2
STATION SQUARE,2
STATON,2
STATON ST,4
STATON STREET,1
STATUN AVE,1
STAURT ST,1
STAUSS ST,1
STAUTON ST,1
STAWNS,1
STAY OVAL,2
STAYE ST,1
STAYUESANT AVE,2
STAYVESANT AVE,13
STAYVESENT AVE,2
STAYVESSANT AVE,1
STEALING,11
STEARLING PL,1
STEARNS ST,2
STEBBINGS AVE,1
STEBBINS,6
STEBBINS AVE,21
STEBBINS ST,2
STEDDING ST,1
STEDMAN PL,2
STEDWELL AVE,1
STEENWICK AVE,1
STEENWICK AVENUE,1
STEERLING PLACE,1
STEERS ST,2
STEIG AVE,1
STEILLMAN AVE,2
STEIN ST,1
STEIN WAY,1
STEIN WAY ST,2
STEINEWAY ST,1
STEINLEY ST,1
STEINTON,1
STEINWAT ST,5
STEINWAY,756
STEINWAY  ST,3
STEINWAY AVE,17
STEINWAY DR,1
STEINWAY LOT #1,1
STEINWAY PL,3
STEINWAY RD,1
STEINWAY S,2
STEINWAY ST,1909
STEINWAY ST (S/B) @,890
STEINWAY ST .,1
STEINWAY ST.,2
STEINWAY ST.(S/B)@NO,53
STEINWAY ST3,1
STEINWAY STR,2
STEINWAY STREEET,1
STEINWAY STREET,100
STEINWAYS,2
STEINWAYST,1
STEINWICK,1
STEIWAY,1
STEJIGR,1
STELING PL,1
STELL PLACE,5
STELLWAY PL,1
STELRING PL,2
STELRING PLC,1
STENBEA ST,1
STENBEN ST,1
STENHOPE ST,11
STENTON STREET,1
STENWAY ST,3
STEOBEN AVE,1
STEPANIE DR,1
STEPEHNS AVE,1
STEPEN ST,1
STEPHAN ST,2
STEPHANIE DR,1
STEPHANS AVE,2
STEPHEAN ST,1
STEPHEIN AVE,1
STEPHEN,1
STEPHEN ST,20
STEPHEN ST 50,1
STEPHENS,1
STEPHENS AVE,12
STEPHENS AVENUE,3
STEPHENS COURT,2
STEPHENS CT,3
STEPHENS ST,4
STEPNEY ST,1
STERENSON PL,1
STERIDAIN VE,2
STERIDAN AVE,1
STERILING PL,1
STERING,3
STERING PL,5
STERING PLACE,2
STERING PLC,1
STERING ST,1
STERINWAY,2
STERINWAY ST,4
STERIWAY,1
STERLIBEN AVE,1
STERLIN PL,1
STERLINE,1
STERLING,80
STERLING  AVE,3
STERLING  PL,1
STERLING  ST,2
STERLING AV,5
STERLING AVE,32
STERLING DR,1
STERLING P,2
STERLING PL,1223
STERLING PL.,3
STERLING PL;,1
STERLING PLAC,1
STERLING PLACE,268
STERLING PLC,293
STERLING PLCE,1
STERLING RD,5
STERLING ST,426
STERLING STQ,1
STERLING STREET,39
STERLING STRETS,1
STERLINGS ST,1
STERLINIG PL,1
STERLINS PL,1
STERLINS PLACE,1
STERLNG PL,1
STERLOCK PLACE,2
STERLONG ST,1
STERN ST,1
STERNWAY PLACE,1
STERSINGSON PLACE,1
STERUING ST,1
STERUIY AVE,1
STERY AVE,1
STEUART AVE,1
STEUBAN AVE,1
STEUBEN,3
STEUBEN AVE,42
STEUBEN AVENUE,8
STEUBEN PL,1
STEUBEN ST,31
STEUBEN ST.,3
STEUBER AVE,1
STEUBON,1
STEUBON AVE,2
STEUBON ST,1
STEVBEN AVE,1
STEVEBSON PL,1
STEVEN PLACE,1
STEVENDEN PL,1
STEVENS PL,2
STEVENSON,1
STEVENSON PL,24
STEVENSON PLACE,6
STEVENSON PLC,1
STEWANT ST,2
STEWARD,1
STEWARD ST,1
STEWART,7
STEWART  AVE,5
STEWART AV,1
STEWART AVE,168
STEWART RD,1
STEWART ST,69
STEWART STREET,9
STEWAUT AVE,1
STEWBEAN,2
STEWINWAY ST,1
STFELIX,1
STFELIX AVE,2
STH 1 ST,1
STHN BLVD,1
STICKBALL BLVD,4
STICKBALL BLVD 100,2
STICKLAND AVE,1
STICKNEY AVE,1
STICKNEY PL,2
STICKNEY PLACE,1
STIEG AVE,1
STIEG AVENUE,1
STIENWAY,11
STIENWAY ST,33
STIENWAY ST.,2
STIENWSAY ST,1
STIENWY ST,1
STILL WELL AVE,1
STILLE AVE,1
STILLMAN AVE,1
STILLMILL AVE,1
STILLWEILL,1
STILLWELL,72
STILLWELL 3,1
STILLWELL 50 FT,1
STILLWELL AV,11
STILLWELL AVE,632
STILLWELL AVE 100 FE,1
STILLWELL AVE 10FEET,1
STILLWELL AVE D/E,3
STILLWELL AVE DEAD E,1
STILLWELL AVENUE,45
STILLWELL BLVD,1
STILLWELL D/E,1
STILLWELL D/E SURF,3
STILLWELL NAVE,1
STILLWELL PL,1
STILLWELL PLACE,3
STILLWELLA VE,1
STILLWELLL AVE,1
STILLWELLS PLACE,1
STILWELL,1
STILWELL AVE,9
STINWAY ST,12
STIORY AVE,2
STIRLING AVE,2
STIWELL,1
STIWELL AVE,1
STJOHNS,1
STJOHNS PL,8
STJOHNS PLACE,1
STJOHNS PLC,2
STMARKS,1
STMARKS AVE,2
STNAHOPE ST,1
STNALEY AVE,2
STNICHOLAS,2
STNICHOLAS AVE,3
STNICHOLAS PL,1
STNWY,3
STOBE,1
STOBE AVE,18
STOBE AVENUE,1
STOCHOLM,1
STOCHOLM  ST,1
STOCHOLM ST,1
STOCHORM,1
STOCKHAM,1
STOCKHAM ST,1
STOCKHOKLM ST,1
STOCKHOLH ST,2
STOCKHOLIN ST,1
STOCKHOLM,37
STOCKHOLM  STREET3,2
STOCKHOLM AVE,2
STOCKHOLM ST,317
STOCKHOLM ST .,1
STOCKHOLM ST.,4
STOCKHOLM STREET,17
STOCKHOLN ST,3
STOCKHOM ST,1
STOCKHOME ST,1
STOCKHOML,1
STOCKION ST,2
STOCKKOLM ST,1
STOCKLAND PLC,1
STOCKLDM ST,1
STOCKMAN ST,1
STOCKON ST,5
STOCKTON,2
STOCKTON  ST,2
STOCKTON AVE,2
STOCKTON ST,259
STOCKTON STREET,2
STODDARD PL,39
STODDARD PLACE,3
STODDARD ST,1
STODOLARD AVE,1
STOKCHOLM ST,1
STOKHOLM STREET,1
STOMTON STREET,1
STON HOOPE,1
STON HOPE ST,1
STONE,12
STONE AE,1
STONE AV,1
STONE AVE,254
STONE AVE.,2
STONE AVENUE,11
STONE BLVD,1
STONE LANE,4
STONE ST,14
STONE STREET,3
STONEWALL PL,4
STONG PL,1
STONRY AVE,1
STONWAY ST 3148,1
STONY PL,1
STOODARD PL,1
STOOTFORD AVE,2
STOOUP PARK,1
STOR FNT PKWY,1
STORE AVE,4
STOREN AVE,1
STORER ST,1
STORIA BLVD SOUTH,1
STORY,6
STORY AV,6
STORY AVE,276
STORY AVENUE,35
STORY PLACE,1
STORY PLAYGROUND,3
STORY RD,1
STORY ST,12
STORY STREET,3
STORYAVE,1
STOU,1
STOUEN ST,2
STOUENS ST,2
STOUGHEN ST,1
STOUKHOLM ST,1
STOVE AVE,1
STOVEN ST,3
STOVER AVE,1
STP SHORE FRONT PKWY,1
STPAULS PL,1
STPDDARD PL,1
STRADFORD AVE,1
STRADFORD AVENUE,2
STRAFFED AVE,1
STRAFFORD,1
STRAFFORD AVE,2
STRAFFORD ROAD,1
STRAFORD AVE,4
STRAFORD AVENUE,1
STRAFORD RD,1
STRAFROD ROAD,1
STRAFTFORD AVE,1
STRAGG ST,2
STRAGSS ST,3
STRAIFORD RD,1
STRAING AVE,1
STRALING AVE,5
STRALING AVENUE,1
STRANFORD RD,1
STRANG AVE,20
STRANG AVENUE,6
STRANGE AVE,1
STRANHOPE,1
STRANS PL,1
STRANSS ST,1
STRANTON ST,1
STRASS ST,3
STRAT FAR AVE,2
STRATFOOL AVE,1
STRATFORD,40
STRATFORD  AVE,2
STRATFORD  RD,2
STRATFORD A,1
STRATFORD AE,1
STRATFORD AV,4
STRATFORD AVE,309
STRATFORD AVENUE,15
STRATFORD AVEW,1
STRATFORD AVRE,1
STRATFORD DAVE,1
STRATFORD RD,57
STRATFORD ROAD,3
STRATFORT AVE,1
STRATOGA AVE,2
STRATROD,1
STRATTFORD,3
STRATTFORD AVE,2
STRAUS,1
STRAUS ST,1
STRAUS STREET,1
STRAUSS,16
STRAUSS  ST,1
STRAUSS SQAURES,1
STRAUSS ST,253
STRAUSS STREET,19
STRAWBERRY LANE,1
STRAWBERRY LN,2
STRAWS ST,1
STRAYSS ST,2
STREET,18
STREET 15 FT N,1
STREET BAISLEY NORTH,1
STREET PARK AVE,1
STREET ROAD,1
STREING AVE,1
STRELING PLC,1
STRETFORD AVE,1
STRETTFORD AVE,1
STRICKLAND,3
STRICKLAND AVE,10
STRICKLAND RD,11
STRID AVE,1
STRING PL,1
STRING ST,1
STRINGFIELD BLVD,1
STRINWAY,2
STRLKE,1
STRONG,2
STRONG AVE,32
STRONG AVENUE,2
STRONG PL,22
STRONG PLACE,6
STRONG ST,24
STRONG STREET,3
STRONGHURST,1
STRONY PLACE,1
STRONY ST,2
STROUD AVE,3
STROUD AVENUE,2
STRPUSS ST,1
STRR BUCK ST,1
STRTFORD AVE,2
STRUASS ST,1
STRUBON AVE,1
STRUND AVE,1
STRUS AVE,1
STRUSS ST,1
STRYKER CT,1
STRYKER ST,9
STT MARKS AVE,1
STT NICHOLAS AVE,1
STTERLING PL,1
STUART ST,19
STUBBEN ST,1
STUBE AVE,1
STUBEN AVE,3
STUBEN ST,2
STUCKHOLM,1
STUDVESANT,1
STUEBEN AVE,3
STUEBEN ST,2
STUICK TERRACE,1
STUNBEN ST,1
STUNVESONR STREET,1
STUNWAY ST,1
STUPHIN BLVD,5
STURAT ST,3
STURAUT ST,1
STUTTER AVE,1
STUVESANT AVE,3
STUVESANT PL,1
STUVYESANT AV,1
STUVYESANT AVE,2
STUVYESANT OVAL,1
STUVYSANT,2
STUY BLVD,1
STUY OVAL,26
STUY OVAL.,1
STUY STREET,2
STUY VAL,1
STUYESANT AVE,2
STUYESANT ST,1
STUYNESANT AVE,1
STUYRESANT AVE,1
STUYUESANT,2
STUYUESANT AVE,3
STUYV ESANT OVAL,1
STUYVASANT AVE,1
STUYVASANT OVAL,1
STUYVASENT,1
STUYVENSANT OVAL,1
STUYVERSANT,1
STUYVESAINT AVE,2
STUYVESAN AVE,1
STUYVESANT,113
STUYVESANT  ST,1
STUYVESANT AE,1
STUYVESANT AV,28
STUYVESANT AVE,344
STUYVESANT AVENUE,6
STUYVESANT AVEQ,1
STUYVESANT OAVAL,1
STUYVESANT OVAL,166
STUYVESANT PL,14
STUYVESANT PLACE,1
STUYVESANT PLATE,0
STUYVESANT ST,24
STUYVESANT STREET,1
STUYVESANT TOWN,1
STUYVESENT AVE,1
STUYVESOUR STREET,1
STUYVESSANT ST,1
STUYVESTAND,1
STUYVESTANT,1
STUYVESTANT AV,1
STUYVESTSANT OVAL,1
STUYVGDANT AVE,1
STUYVGSANT,1
STUYVSANT,1
STVY GRAND,1
STVYVESANT AVE,1
STWART AVE,1
STWELING ST,1
STYTVESANT AVE,1
STYVESANT,1
STYVESANT OVAL,1
STYVESANT ST,1
STYVUSANT OVAL,1
SUBURBAN PL,3
SUBURBAN PLACE,3
SUBURY RD,2
SUCKETT,1
SUCKETT AVE,1
SUDGE,1
SUED,2
SUFF AVENUE,2
SUFFOLK,15
SUFFOLK  STREET,1
SUFFOLK AV,1
SUFFOLK AVE,6
SUFFOLK DR,1
SUFFOLK ST,71
SUFFOLK ST B/W GRAND,1
SUFFOLK ST NYC,1
SUFFOLK STREET,9
SUFFOLKS ST,2
SUFFORK,1
SUFPHIN BLVD,1
SUFT AVE,1
SUHOCK ST,1
SUILLIVAN,1
SUILLIVAN ST,1
SUIT AVE,3
SUITEN AVE,2
SUITER AVENUE,4
SUKARA PARK E/O,1
SUKIN MEADOW LOOP FI,1
SULIVAN,1
SULIVAN RD,1
SULIVAN ST,3
SULLER AV,1
SULLIVAN,47
SULLIVAN  PL,1
SULLIVAN  ST,2
SULLIVAN A ST,1
SULLIVAN DR,1
SULLIVAN PL,257
SULLIVAN PLACE,16
SULLIVAN PLC,2
SULLIVAN RD,1
SULLIVAN ST,346
SULLIVAN ST 20,1
SULLIVAN STREET,14
SULLIVANN ST,1
SULLIVEN RD,1
SULLIVEN ST,1
SULLIVN ST,1
SULLIVON PL,1
SULLMAN ST,1
SULLVAN PL,1
SULLVIAN ST,1
SULLVIANST,1
SULPHIN BLVD,1
SULTER AVE,1
SULVIA ST,1
SUMERFIELD,1
SUMITT ST,1
SUMMER AV,3
SUMMER AVE,6
SUMMER FIELD,1
SUMMER FIELD ST,2
SUMMER PL,1
SUMMER ST,2
SUMMERFIELD,1
SUMMERFIELD  ST,11
SUMMERFIELD AVE,2
SUMMERFIELD PL,2
SUMMERFIELD ST,13
SUMMERFILED PL,1
SUMMET AVE,1
SUMMIT,10
SUMMIT  AVENUE,1
SUMMIT AV,1
SUMMIT AVE,97
SUMMIT AVENUE,1
SUMMIT PL,3
SUMMIT PLACE,1
SUMMIT RD,1
SUMMIT ST,53
SUMMIT STREET,17
SUMMIT STRET,1
SUMMITT,1
SUMMITT AVE,2
SUMMITT ST,1
SUMMTT AVE,1
SUMNER,1
SUMNER AV,1
SUMNER AVE,19
SUMONT AVE,2
